index,nlipktrlsm,tahuntrlsm,kdjektrlsm,jalur,llsketrlsm,toefltrlsm,kursitrlsm,jcutitrlsm,stwsdtrlsm,nmpstmspst,preditrlsm,tepat_waktu
3037,2.0,2012.0,1,4,6360.0,400.0,86.0,0.0,0.0,1,4,True
2063,2.0,2011.0,2,2,6100.0,400.0,45.0,0.0,0.0,3,4,False
2382,2.0,2009.0,2,0,4923.0,400.0,77.0,0.0,0.0,6,4,True
2770,2.0,2008.0,1,0,5307.0,420.0,77.0,0.0,0.0,1,4,False
3259,1.0,2008.0,2,0,6047.0,400.0,152.125,0.0,0.0,5,4,False
1627,3.0,2014.0,2,4,7784.0,400.0,37.0,0.0,0.0,1,2,True
2702,2.0,2009.0,2,0,5232.0,410.0,77.0,0.0,0.0,6,4,False
949,3.0,2012.0,2,2,6862.0,470.0,19.0,0.0,0.0,3,2,False
1047,2.0,2014.0,2,1,7921.0,420.0,67.0,0.0,0.0,6,4,True
1227,2.0,2011.0,2,1,8101.0,410.0,152.125,0.0,0.0,5,4,False
3322,2.0,2014.0,2,2,8182.0,450.0,77.0,0.0,0.0,3,4,False
2144,2.0,2011.0,2,1,6181.0,420.0,110.0,0.0,0.0,5,4,False
2116,2.0,2011.0,1,1,6153.0,400.0,87.0,0.0,0.0,4,4,False
307,2.0,2012.0,1,0,4685.0,460.0,77.0,0.0,0.0,5,4,False
1562,2.0,2014.0,2,1,7737.0,420.0,92.0,0.0,0.0,6,4,True
969,1.0,2010.0,1,4,6882.0,403.0,106.0,0.0,0.0,1,4,False
2041,2.0,2011.0,2,1,6078.0,407.0,37.0,0.0,0.0,6,4,False
2482,2.0,2010.0,2,1,5559.0,400.0,19.0,0.0,0.0,6,4,False
2742,2.0,2010.0,1,3,5265.0,403.0,77.0,0.0,0.0,2,4,True
1561,3.0,2014.0,2,1,7736.0,420.0,11.0,0.0,0.0,6,2,True
2112,2.0,2011.0,1,1,6149.0,487.0,98.0,0.0,0.0,4,4,False
3382,2.0,2014.0,2,1,8242.0,473.0,152.125,0.0,0.0,4,4,False
1573,3.0,2014.0,2,1,7748.0,440.0,14.0,0.0,0.0,6,2,True
1766,1.0,2013.0,2,3,7825.0,423.0,121.0,0.0,0.0,2,4,False
2176,1.0,2010.0,1,3,5781.0,407.0,68.0,0.0,0.0,2,4,False
3012,3.0,2012.0,2,3,6332.0,490.0,32.0,0.0,0.0,2,2,True
2542,2.0,2009.0,2,0,5621.0,440.0,85.0,0.0,0.0,5,4,False
487,2.0,2011.0,2,3,7160.0,470.0,77.0,0.0,0.0,2,4,False
2508,2.0,2010.0,1,4,5582.0,403.0,48.0,0.0,0.0,1,4,False
246,3.0,2012.0,2,0,4624.0,423.0,77.0,0.0,0.0,2,2,False
43,1.0,2011.0,2,3,6239.0,400.0,73.0,0.0,0.0,2,4,False
1302,2.0,2012.0,2,3,6489.0,467.0,86.0,0.0,0.0,2,4,True
850,2.0,2012.0,2,4,7026.0,400.0,116.0,0.0,0.0,1,4,False
2855,3.0,2014.0,2,1,7589.0,473.0,9.0,0.0,0.0,6,2,True
1006,3.0,2011.0,1,1,6919.0,437.0,113.0,0.0,0.0,5,4,False
489,2.0,2013.0,2,3,7162.0,423.0,77.0,0.0,0.0,2,4,True
3511,3.0,2012.0,2,4,5459.0,427.0,138.0,0.0,0.0,1,4,True
1915,3.0,2012.0,2,0,4404.0,400.0,77.0,0.0,0.0,4,2,True
2100,3.0,2011.0,2,1,6136.0,420.0,3.125,0.0,0.0,4,2,False
3232,3.0,2011.0,2,1,6002.0,417.0,50.0,0.0,0.0,4,2,False
741,3.0,2015.0,2,4,8324.0,433.0,23.0,0.0,0.0,1,2,True
964,3.0,2013.0,2,3,6877.0,450.0,20.0,0.0,0.0,2,2,True
1541,2.0,2009.0,2,0,5079.0,413.0,77.0,0.0,0.0,4,4,False
2625,2.0,2012.0,2,0,4488.0,423.0,77.0,0.0,0.0,2,4,True
3385,2.0,2013.0,1,1,8245.0,430.0,77.0,0.0,0.0,5,4,False
2298,2.0,2012.0,2,2,6740.0,400.0,62.0,0.0,0.0,3,4,False
3846,3.0,2015.0,2,2,8417.0,450.0,24.0,0.0,0.0,3,2,True
3638,1.0,2012.0,1,0,4741.0,407.0,77.0,0.0,0.0,2,4,False
398,2.0,2008.0,2,0,5197.0,413.0,77.0,0.0,0.0,4,4,False
2895,2.0,2012.0,2,3,7629.0,450.0,99.0,0.0,0.0,2,4,False
1247,2.0,2012.0,2,1,6435.0,400.0,12.0,0.0,0.0,6,4,True
1059,3.0,2013.0,2,2,7933.0,400.0,22.0,0.0,0.0,3,2,False
2258,2.0,2012.0,2,1,6700.0,400.0,49.0,0.0,0.0,6,4,False
477,3.0,2013.0,2,2,7150.0,460.0,77.0,0.0,0.0,3,2,True
1904,1.0,2012.0,1,0,4393.0,400.0,77.0,0.0,0.0,1,4,False
3097,2.0,2011.0,2,1,5867.0,400.0,76.0,0.0,0.0,6,4,True
2657,3.0,2012.0,1,1,4521.0,335.5,77.0,0.0,0.0,1,4,True
615,3.0,2013.0,2,1,7288.0,450.0,77.0,0.0,0.0,4,2,True
3901,2.0,2015.0,2,1,8473.0,400.0,152.125,0.0,0.0,4,4,True
3604,1.0,2012.0,1,0,4710.0,400.0,77.0,0.0,0.0,3,4,False
1880,1.0,2012.0,1,6,4369.0,400.0,77.0,0.0,0.0,6,4,False
3485,2.0,2009.0,1,0,5439.0,463.0,119.0,0.0,0.0,1,4,False
824,1.0,2012.0,2,2,7000.0,483.0,100.0,0.0,0.0,3,4,False
321,1.0,2009.0,2,0,5127.0,400.0,77.0,0.0,0.0,6,4,False
2858,3.0,2014.0,2,1,7592.0,437.0,11.0,0.0,0.0,6,2,True
2772,3.0,2010.0,2,4,5292.0,407.0,77.0,0.0,0.0,1,2,True
679,2.0,2012.0,1,1,7352.0,427.0,77.0,0.0,0.0,5,4,False
1878,1.0,2012.0,1,6,4367.0,480.0,77.0,0.0,0.0,6,4,False
1673,2.0,2012.0,2,1,7848.0,483.0,149.0,0.0,0.0,4,4,False
3380,2.0,2014.0,1,1,8240.0,470.0,152.125,0.0,0.0,4,4,False
3146,2.0,2011.0,2,3,5912.0,400.0,106.0,0.0,0.0,2,4,True
794,3.0,2013.0,2,1,6970.0,400.0,60.0,0.0,0.0,6,4,True
3612,2.0,2012.0,2,0,4718.0,403.0,77.0,0.0,0.0,3,4,False
1599,2.0,2011.0,1,3,7815.0,403.0,118.0,0.0,0.0,2,4,False
3072,2.0,2009.0,1,0,6409.0,400.0,108.0,0.0,0.0,5,4,False
3126,3.0,2011.0,2,2,5896.0,473.0,34.0,0.0,0.0,3,2,True
907,3.0,2012.0,1,1,6820.0,453.0,15.0,0.0,0.0,6,2,False
2983,2.0,2011.0,1,1,6303.0,400.0,55.0,0.0,0.0,6,4,False
3771,2.0,2013.0,2,1,7491.0,440.0,108.0,0.0,0.0,4,4,True
673,3.0,2013.0,1,1,7346.0,460.0,77.0,0.0,0.0,5,2,True
1772,2.0,2014.0,2,3,7831.0,410.0,117.0,0.0,0.0,2,4,True
1595,2.0,2011.0,2,2,7770.0,410.0,110.0,0.0,0.0,3,4,False
2044,2.0,2011.0,1,1,6081.0,430.0,35.0,0.0,0.0,6,4,False
3022,3.0,2012.0,1,3,6342.0,420.0,19.0,0.0,0.0,2,2,True
1840,3.0,2013.0,2,1,7861.0,477.0,73.0,0.0,0.0,5,2,False
1607,3.0,2014.0,2,3,7823.0,490.0,24.0,0.0,0.0,2,2,True
557,1.0,2010.0,1,4,7230.0,412.0,77.0,0.0,0.0,1,4,False
3908,2.0,2015.0,2,1,8481.0,487.0,152.125,0.0,0.0,4,4,True
2681,2.0,2012.0,1,0,4544.0,460.0,77.0,0.0,0.0,5,4,False
3791,3.0,2013.0,2,1,7510.0,400.0,27.0,0.0,0.0,5,2,True
1028,1.0,2011.0,2,1,7902.0,420.0,76.0,0.0,0.0,6,4,False
2653,1.0,2012.0,2,0,4516.0,413.0,77.0,0.0,0.0,1,4,False
2474,2.0,2010.0,1,1,5551.0,403.0,17.0,0.0,0.0,6,4,False
225,2.0,2012.0,2,0,4603.0,417.0,77.0,0.0,0.0,2,4,False
1758,1.0,2013.0,2,3,7817.0,400.0,120.0,0.0,0.0,2,4,False
3289,1.0,2012.0,2,1,8150.0,460.0,77.0,0.0,0.0,6,4,False
3352,3.0,2014.0,2,3,8213.0,437.0,77.0,0.0,0.0,2,2,False
2401,2.0,2009.0,2,0,4935.0,433.0,77.0,0.0,0.0,2,4,True
1137,2.0,2014.0,2,4,8011.0,413.0,152.125,0.0,0.0,1,4,True
1090,3.0,2014.0,2,3,7964.0,427.0,31.0,0.0,0.0,2,2,True
3356,1.0,2012.0,1,3,8217.0,450.0,152.125,0.0,0.0,2,4,False
2714,2.0,2010.0,2,1,5237.0,407.0,77.0,0.0,0.0,6,4,True
782,2.0,2012.0,2,1,6958.0,457.0,76.0,0.0,0.0,6,4,False
3861,3.0,2015.0,1,3,8432.0,427.0,38.0,0.0,0.0,2,2,True
210,2.0,2012.0,2,0,4587.0,400.0,77.0,0.0,0.0,3,4,False
3919,3.0,2015.0,2,1,8492.0,453.0,51.0,0.0,0.0,4,2,True
3149,3.0,2011.0,1,3,5916.0,467.0,55.0,0.0,0.0,2,2,True
416,3.0,2009.0,2,0,5215.0,369.0,77.0,0.0,0.0,5,2,False
3903,3.0,2015.0,2,1,8476.0,410.0,72.0,0.0,0.0,4,2,True
630,2.0,2013.0,2,1,7303.0,407.0,77.0,0.0,0.0,4,4,True
1382,2.0,2012.0,1,4,6570.0,400.0,152.125,0.0,0.0,1,4,True
3741,1.0,2012.0,2,3,7461.0,463.0,92.0,0.0,0.0,2,4,False
1781,3.0,2014.0,2,4,7782.0,427.0,44.0,0.0,0.0,1,2,True
1859,2.0,2013.0,1,1,7880.0,457.0,152.125,0.0,0.0,5,4,False
1484,1.0,2008.0,2,0,5022.0,400.0,77.0,0.0,0.0,3,4,False
672,2.0,2012.0,1,1,7345.0,400.0,77.0,0.0,0.0,5,4,False
277,2.0,2012.0,1,0,4655.0,437.0,77.0,0.0,0.0,1,4,False
3112,2.0,2011.0,2,1,5885.0,503.0,75.0,0.0,0.0,6,4,True
1896,2.0,2012.0,2,0,4385.0,437.0,77.0,0.0,0.0,3,4,False
723,3.0,2015.0,2,3,8306.0,450.0,8.0,0.0,0.0,2,2,True
3817,2.0,2015.0,2,1,8388.0,430.0,107.0,0.0,0.0,6,4,True
728,3.0,2014.0,1,4,8311.0,400.0,25.0,0.0,0.0,1,2,False
3470,2.0,2010.0,2,3,5418.0,480.0,105.0,0.0,0.0,2,4,True
1921,1.0,2012.0,1,0,4410.0,423.0,77.0,0.0,0.0,5,4,False
3844,3.0,2015.0,2,2,8415.0,400.0,31.0,0.0,0.0,3,2,True
2963,2.0,2013.0,1,1,7697.0,410.0,151.0,0.0,0.0,5,4,False
3499,2.0,2010.0,2,4,5445.0,400.0,124.0,0.0,0.0,1,4,True
3688,2.0,2013.0,2,1,7409.0,433.0,50.0,0.0,0.0,6,4,True
70,3.0,2012.0,2,1,6266.0,433.0,16.0,0.0,0.0,4,2,True
496,2.0,2013.0,2,3,7169.0,400.0,77.0,0.0,0.0,2,4,True
1312,2.0,2012.0,1,3,6500.0,427.0,75.0,0.0,0.0,2,4,True
194,2.0,2012.0,2,0,4571.0,400.0,77.0,0.0,0.0,6,4,False
1609,1.0,2013.0,2,3,7825.0,423.0,121.0,0.0,0.0,2,4,False
2888,1.0,2013.0,2,3,7622.0,400.0,116.0,0.0,0.0,2,4,False
3911,3.0,2015.0,2,1,8484.0,473.0,76.0,0.0,0.0,4,2,True
1952,1.0,2012.0,1,0,4816.0,400.0,77.0,0.0,0.0,3,4,False
1873,2.0,2012.0,2,0,4362.0,417.0,77.0,0.0,0.0,6,4,True
3100,2.0,2011.0,2,1,5870.0,450.0,78.0,0.0,0.0,6,4,True
2756,2.0,2010.0,2,3,5279.0,400.0,77.0,0.0,0.0,2,4,True
475,2.0,2013.0,2,2,7148.0,433.0,77.0,0.0,0.0,3,4,True
3088,2.0,2012.0,1,1,6411.0,400.0,109.0,0.0,0.0,5,4,True
2444,2.0,2008.0,2,0,4978.0,407.0,77.0,0.0,0.0,4,4,False
1322,2.0,2012.0,2,3,6510.0,410.0,87.0,0.0,0.0,2,4,True
2802,3.0,2010.0,2,1,5323.0,437.0,77.0,0.0,0.0,4,2,True
1019,3.0,2012.0,1,1,6932.0,420.0,44.0,0.0,0.0,5,2,False
1653,3.0,2014.0,2,4,7810.0,400.0,48.0,0.0,0.0,1,2,True
346,2.0,2010.0,1,2,5138.0,430.0,77.0,0.0,0.0,3,4,True
3065,3.0,2012.0,2,1,6388.0,400.0,29.0,0.0,0.0,4,2,True
1888,3.0,2012.0,2,0,4377.0,463.0,77.0,0.0,0.0,3,2,False
1012,3.0,2012.0,2,1,6925.0,400.0,39.0,0.0,0.0,5,2,False
2010,2.0,2012.0,2,0,4876.0,507.5,77.0,0.0,0.0,4,4,True
2966,3.0,2014.0,1,1,7700.0,400.0,45.0,0.0,0.0,5,2,True
3343,2.0,2014.0,1,3,8204.0,453.0,77.0,0.0,0.0,2,4,False
2796,3.0,2010.0,2,1,5314.0,443.0,77.0,0.0,0.0,4,2,True
3836,3.0,2015.0,2,2,8407.0,410.0,28.0,0.0,0.0,3,2,True
404,3.0,2010.0,2,1,5202.0,507.5,77.0,0.0,0.0,4,2,True
543,3.0,2013.0,2,3,7216.0,450.0,77.0,0.0,0.0,2,2,True
3665,1.0,2012.0,1,1,4768.0,335.5,77.0,0.0,0.0,1,4,True
3603,1.0,2012.0,1,6,4709.0,427.0,77.0,0.0,0.0,6,4,False
1914,3.0,2012.0,1,0,4403.0,453.0,77.0,0.0,0.0,4,2,True
3556,2.0,2009.0,2,0,5504.0,400.0,152.125,0.0,0.0,5,4,False
873,3.0,2013.0,2,1,7049.0,443.0,43.0,0.0,0.0,4,2,True
1104,3.0,2014.0,2,3,7978.0,400.0,30.0,0.0,0.0,2,2,True
2302,2.0,2012.0,2,3,6744.0,420.0,77.0,0.0,0.0,2,4,False
3492,3.0,2010.0,1,4,5435.0,400.0,15.0,0.0,0.0,1,2,True
473,3.0,2013.0,2,2,7146.0,400.0,77.0,0.0,0.0,3,2,True
521,3.0,2013.0,2,3,7194.0,457.0,77.0,0.0,0.0,2,2,True
3366,2.0,2014.0,2,4,8226.0,400.0,77.0,0.0,0.0,1,4,False
405,3.0,2010.0,1,1,5203.0,400.0,77.0,0.0,0.0,4,2,True
1091,3.0,2014.0,2,3,7965.0,443.0,38.0,0.0,0.0,2,2,True
1655,2.0,2014.0,1,4,7812.0,403.0,132.0,0.0,0.0,1,4,True
2558,2.0,2012.0,2,0,4421.0,433.0,77.0,0.0,0.0,6,4,True
456,3.0,2013.0,2,2,7129.0,400.0,77.0,0.0,0.0,3,2,True
1131,3.0,2014.0,2,4,8005.0,400.0,143.0,0.0,0.0,1,2,True
2207,2.0,2010.0,2,1,5812.0,457.0,89.0,0.0,0.0,4,4,False
2121,2.0,2010.0,1,1,6158.0,400.0,102.0,0.0,0.0,4,4,False
2701,1.0,2009.0,2,0,5225.0,410.0,77.0,0.0,0.0,6,4,False
3818,2.0,2015.0,2,1,8389.0,410.0,116.0,0.0,0.0,6,4,True
719,2.0,2014.0,2,3,8302.0,420.0,58.0,0.0,0.0,2,4,False
79,3.0,2011.0,2,1,6271.0,400.0,20.0,0.0,0.0,5,2,False
235,2.0,2012.0,2,0,4613.0,400.0,77.0,0.0,0.0,2,4,False
3437,3.0,2010.0,2,2,5380.0,440.0,5.0,0.0,0.0,3,2,True
1133,1.0,2013.0,2,4,8007.0,400.0,152.125,0.0,0.0,1,4,False
2316,2.0,2012.0,2,3,6758.0,460.0,87.0,0.0,0.0,2,4,False
3862,1.0,2014.0,2,3,8433.0,457.0,134.0,0.0,0.0,2,4,False
892,1.0,2011.0,1,1,7068.0,460.0,137.0,0.0,0.0,5,4,False
1795,3.0,2014.0,1,4,7796.0,473.0,47.0,0.0,0.0,1,2,True
2557,2.0,2012.0,2,0,4420.0,427.0,77.0,0.0,0.0,6,4,True
2834,2.0,2013.0,1,1,7568.0,453.0,76.0,0.0,0.0,6,4,False
2391,1.0,2008.0,1,6,4922.0,400.0,77.0,0.0,0.0,6,4,False
1418,2.0,2012.0,2,1,6606.0,400.0,128.0,0.0,0.0,4,4,True
389,2.0,2009.0,2,0,5188.0,400.0,77.0,0.0,0.0,1,4,False
149,1.0,2012.0,1,4,5700.0,400.0,84.0,0.0,0.0,1,4,True
2812,2.0,2008.0,1,0,5336.0,400.0,77.0,0.0,0.0,5,4,False
2911,3.0,2014.0,2,4,7645.0,490.0,36.0,0.0,0.0,1,2,True
350,3.0,2010.0,2,2,5149.0,437.0,77.0,0.0,0.0,3,2,True
812,3.0,2012.0,2,2,6988.0,407.0,16.0,0.0,0.0,3,2,False
2365,2.0,2009.0,2,0,4899.0,400.0,77.0,0.0,0.0,6,4,True
639,3.0,2013.0,2,1,7312.0,410.0,77.0,0.0,0.0,4,2,True
2161,2.0,2011.0,1,2,5766.0,400.0,55.0,0.0,0.0,3,4,True
669,0.5,2010.0,1,1,7342.0,400.0,77.0,0.0,0.0,5,4,False
356,2.0,2008.0,1,0,5157.0,400.0,77.0,0.0,0.0,2,4,False
262,2.0,2012.0,1,0,4640.0,460.0,77.0,0.0,0.0,2,4,False
533,2.0,2013.0,2,3,7206.0,417.0,77.0,0.0,0.0,2,4,True
1250,1.0,2011.0,1,1,6438.0,400.0,36.0,0.0,0.0,6,4,False
1837,2.0,2014.0,2,1,7857.0,463.0,148.0,0.0,0.0,4,4,True
1829,3.0,2014.0,2,1,7849.0,407.0,60.0,0.0,0.0,4,2,True
3847,3.0,2015.0,2,2,8418.0,450.0,120.0,0.0,0.0,3,4,True
589,2.0,2013.0,2,4,7262.0,410.0,77.0,0.0,0.0,1,4,True
1265,1.0,2011.0,1,1,6453.0,403.0,35.0,0.0,0.0,6,4,False
3831,3.0,2014.0,2,1,8402.0,437.0,13.0,0.0,0.0,6,2,False
3081,1.0,2010.0,1,1,6401.0,413.0,121.0,0.0,0.0,5,4,False
2132,2.0,2010.0,1,1,6168.0,460.0,121.0,0.0,0.0,5,4,False
1586,2.0,2014.0,2,2,7761.0,450.0,101.0,0.0,0.0,3,4,True
3188,3.0,2011.0,2,4,5960.0,417.0,49.0,0.0,0.0,1,2,True
2524,1.0,2012.0,1,4,5601.0,400.0,63.0,0.0,0.0,1,4,True
2932,2.0,2012.0,2,1,7666.0,433.0,144.0,0.0,0.0,4,4,False
3243,1.0,2008.0,1,0,6024.0,400.0,152.125,0.0,0.0,5,4,False
69,3.0,2012.0,2,1,6265.0,437.0,3.125,0.0,0.0,4,2,True
2272,2.0,2012.0,2,2,6714.0,450.0,57.0,0.0,0.0,3,4,False
198,2.0,2012.0,2,0,4575.0,403.0,77.0,0.0,0.0,6,4,False
2886,1.0,2013.0,2,3,7620.0,400.0,115.0,0.0,0.0,2,4,False
981,3.0,2013.0,2,4,6894.0,450.0,31.0,0.0,0.0,1,2,True
383,2.0,2009.0,1,0,5182.0,490.0,77.0,0.0,0.0,1,4,False
3927,3.0,2015.0,2,1,8500.0,423.0,66.0,0.0,0.0,4,2,True
141,2.0,2010.0,2,4,5692.0,400.0,78.0,0.0,0.0,1,4,False
3600,2.0,2012.0,2,0,4706.0,403.0,77.0,0.0,0.0,6,4,True
3476,2.0,2010.0,1,3,5424.0,400.0,110.0,0.0,0.0,2,4,True
2852,3.0,2014.0,1,1,7586.0,403.0,13.0,0.0,0.0,6,2,True
548,2.0,2013.0,1,3,7221.0,477.0,77.0,0.0,0.0,2,4,True
2358,2.0,2012.0,1,1,6800.0,410.0,125.0,0.0,0.0,5,4,False
2398,2.0,2008.0,2,0,4932.0,473.0,77.0,0.0,0.0,3,4,False
1833,2.0,2014.0,2,1,7853.0,400.0,151.0,0.0,0.0,4,4,True
1268,3.0,2012.0,2,1,6456.0,413.0,10.0,0.0,0.0,6,2,True
131,2.0,2010.0,2,3,5682.0,413.0,73.0,0.0,0.0,2,4,False
1403,2.0,2011.0,2,1,6591.0,407.0,131.0,0.0,0.0,4,4,False
1601,1.0,2013.0,2,3,7817.0,400.0,120.0,0.0,0.0,2,4,False
1357,2.0,2012.0,1,4,6545.0,417.0,152.125,0.0,0.0,1,4,True
3668,2.0,2012.0,2,0,4771.0,423.0,77.0,0.0,0.0,4,4,False
3400,2.0,2013.0,2,1,8260.0,420.0,77.0,0.0,0.0,5,4,False
1195,1.0,2011.0,1,1,8069.0,440.0,152.125,0.0,0.0,5,4,False
1323,2.0,2012.0,2,3,6511.0,440.0,94.0,0.0,0.0,2,4,True
1223,2.0,2012.0,1,1,8097.0,420.0,152.125,0.0,0.0,5,4,False
2181,2.0,2011.0,1,3,5786.0,453.0,62.0,0.0,0.0,2,4,True
420,3.0,2009.0,2,0,5220.0,473.0,77.0,0.0,0.0,5,2,False
3506,2.0,2012.0,2,4,5454.0,413.0,133.0,0.0,0.0,1,4,True
2429,2.0,2009.0,2,0,4964.0,400.0,77.0,0.0,0.0,1,4,True
1517,2.0,2011.0,1,3,5055.0,400.0,77.0,0.0,0.0,2,4,True
443,2.0,2012.0,2,2,7116.0,427.0,77.0,0.0,0.0,3,4,False
305,1.0,2012.0,2,0,4683.0,400.0,77.0,0.0,0.0,5,4,False
1276,1.0,2011.0,2,2,6463.0,400.0,61.0,0.0,0.0,3,4,False
796,3.0,2013.0,2,1,6972.0,427.0,8.0,0.0,0.0,6,2,True
877,3.0,2013.0,2,1,7053.0,507.5,42.0,0.0,0.0,4,2,True
1486,3.0,2009.0,2,0,5024.0,433.0,77.0,0.0,0.0,3,2,True
1788,2.0,2014.0,1,4,7789.0,400.0,131.0,0.0,0.0,1,4,True
3689,2.0,2012.0,2,1,7410.0,507.5,45.0,0.0,0.0,6,4,False
1593,3.0,2014.0,2,2,7768.0,437.0,15.0,0.0,0.0,3,2,True
1489,3.0,2009.0,2,0,5027.0,400.0,77.0,0.0,0.0,3,2,False
743,3.0,2015.0,2,4,8326.0,463.0,22.0,0.0,0.0,1,2,True
1525,3.0,2009.0,1,0,5063.0,500.0,77.0,0.0,0.0,1,2,False
402,2.0,2009.0,1,0,5201.0,420.0,77.0,0.0,0.0,4,4,False
324,3.0,2010.0,2,1,5107.0,437.0,77.0,0.0,0.0,6,2,True
2131,2.0,2011.0,1,1,6167.0,457.0,108.0,0.0,0.0,5,4,False
3005,1.0,2009.0,1,0,6344.0,410.0,83.0,0.0,0.0,2,4,False
2,1.0,2010.0,1,1,6196.0,400.0,49.0,0.0,0.0,6,4,False
2696,2.0,2012.0,2,0,4559.0,433.0,77.0,0.0,0.0,5,4,False
1134,1.0,2011.0,1,4,8008.0,400.0,152.125,0.0,0.0,1,4,False
1393,2.0,2012.0,2,4,6581.0,400.0,152.125,0.0,0.0,1,4,True
2395,3.0,2009.0,2,0,4929.0,423.0,77.0,0.0,0.0,3,2,True
478,2.0,2013.0,1,2,7151.0,440.0,77.0,0.0,0.0,3,4,True
774,3.0,2012.0,2,1,6950.0,447.0,10.0,0.0,0.0,6,2,False
2644,3.0,2012.0,2,0,4507.0,433.0,77.0,0.0,0.0,1,2,False
193,1.0,2012.0,2,0,4570.0,420.0,77.0,0.0,0.0,6,4,False
3057,2.0,2012.0,1,1,6378.0,410.0,95.0,0.0,0.0,4,4,True
1141,2.0,2014.0,1,4,8015.0,400.0,152.125,0.0,0.0,1,4,True
3484,3.0,2009.0,1,0,5432.0,433.0,16.0,0.0,0.0,1,2,False
1929,1.0,2012.0,2,0,4793.0,400.0,77.0,0.0,0.0,6,4,False
3421,2.0,2010.0,2,1,5368.0,423.0,65.0,0.0,0.0,6,4,True
2670,2.0,2012.0,2,0,4533.0,497.0,77.0,0.0,0.0,4,4,True
2940,2.0,2013.0,2,1,7674.0,410.0,143.0,0.0,0.0,4,4,False
3040,2.0,2009.0,1,0,6369.0,417.0,103.0,0.0,0.0,4,4,False
3403,1.0,2013.0,2,1,8263.0,400.0,77.0,0.0,0.0,5,4,False
3354,2.0,2014.0,2,3,8215.0,427.0,77.0,0.0,0.0,2,4,False
660,2.0,2010.0,2,1,7333.0,457.0,77.0,0.0,0.0,5,4,False
3488,1.0,2008.0,1,0,5446.0,441.0,125.0,0.0,0.0,1,4,False
2129,2.0,2011.0,2,1,6165.0,487.0,112.0,0.0,0.0,5,4,False
3184,2.0,2011.0,1,4,5956.0,467.0,145.0,0.0,0.0,1,4,True
1206,2.0,2014.0,2,1,8079.0,477.0,152.125,0.0,0.0,5,4,True
2832,2.0,2013.0,2,1,7566.0,400.0,61.0,0.0,0.0,6,4,False
1077,3.0,2014.0,2,2,7951.0,450.0,7.0,0.0,0.0,3,2,True
2339,2.0,2012.0,1,1,6781.0,410.0,101.0,0.0,0.0,4,4,False
1364,2.0,2012.0,1,4,6552.0,467.0,152.125,0.0,0.0,1,4,True
511,1.0,2012.0,2,3,7184.0,400.0,77.0,0.0,0.0,2,4,False
726,2.0,2014.0,2,3,8309.0,477.0,55.0,0.0,0.0,2,4,False
3820,2.0,2015.0,2,1,8391.0,403.0,109.0,0.0,0.0,6,4,True
2776,2.0,2010.0,2,4,5298.0,417.0,77.0,0.0,0.0,1,4,True
2072,2.0,2011.0,2,3,6109.0,460.0,63.0,0.0,0.0,2,4,False
1083,2.0,2014.0,2,2,7957.0,483.0,80.0,0.0,0.0,3,4,True
1704,3.0,2011.0,2,1,7879.0,507.5,152.125,0.0,0.0,5,4,False
1846,3.0,2013.0,2,1,7867.0,413.0,75.0,0.0,0.0,5,2,False
2528,2.0,2010.0,2,1,5602.0,423.0,69.0,0.0,0.0,4,4,False
92,1.0,2010.0,2,1,5643.0,400.0,56.0,0.0,0.0,6,4,False
2713,3.0,2010.0,2,1,5235.0,400.0,77.0,0.0,0.0,6,2,True
37,2.0,2011.0,2,3,6233.0,470.0,62.0,0.0,0.0,2,4,False
2178,1.0,2010.0,2,3,5783.0,440.0,70.0,0.0,0.0,2,4,False
1834,3.0,2014.0,2,1,7854.0,407.0,69.0,0.0,0.0,4,2,True
655,2.0,2010.0,1,1,7328.0,467.0,77.0,0.0,0.0,5,4,False
2823,2.0,2013.0,1,1,7557.0,427.0,74.0,0.0,0.0,6,4,False
1368,2.0,2012.0,1,4,6556.0,400.0,152.125,0.0,0.0,1,4,True
2918,3.0,2014.0,2,4,7652.0,403.0,35.0,0.0,0.0,1,2,True
2759,3.0,2010.0,2,3,5282.0,463.0,77.0,0.0,0.0,2,2,True
432,2.0,2013.0,2,1,7105.0,413.0,77.0,0.0,0.0,6,4,True
3161,2.0,2011.0,2,3,5934.0,400.0,115.0,0.0,0.0,2,4,True
3802,2.0,2013.0,1,1,7522.0,457.0,129.0,0.0,0.0,5,4,False
753,3.0,2015.0,2,1,8336.0,420.0,31.0,0.0,0.0,4,2,True
1018,3.0,2012.0,2,1,6931.0,403.0,41.0,0.0,0.0,5,2,False
3534,3.0,2010.0,2,1,5480.0,400.0,21.0,0.0,0.0,4,2,True
2490,2.0,2010.0,2,3,5565.0,410.0,36.0,0.0,0.0,2,4,False
2274,2.0,2012.0,2,2,6716.0,443.0,55.0,0.0,0.0,3,4,False
2664,3.0,2012.0,1,0,4527.0,417.0,77.0,0.0,0.0,4,2,True
2199,3.0,2011.0,2,1,5803.0,410.0,15.0,0.0,0.0,4,2,True
3875,3.0,2015.0,2,4,8446.0,400.0,44.0,0.0,0.0,1,2,True
2837,2.0,2013.0,2,1,7571.0,400.0,77.0,0.0,0.0,6,4,False
2461,2.0,2008.0,1,0,4995.0,457.0,77.0,0.0,0.0,5,4,False
3815,3.0,2015.0,2,1,8385.0,410.0,10.0,0.0,0.0,6,2,True
