index,nlipktrlsm,tahuntrlsm,kdjektrlsm,jalur,llsketrlsm,toefltrlsm,kursitrlsm,jcutitrlsm,stwsdtrlsm,nmpstmspst,preditrlsm,tepat_waktu
1410,2.0,2012.0,1,1,6598.0,473.0,130.0,0.0,0.0,4,4,True
231,2.0,2012.0,2,0,4609.0,407.0,77.0,0.0,0.0,2,4,False
3277,3.0,2011.0,1,1,6038.0,403.0,39.0,0.0,0.0,5,2,True
512,1.0,2013.0,2,3,7185.0,417.0,77.0,0.0,0.0,2,4,True
3138,1.0,2008.0,2,0,5914.0,400.0,143.0,0.0,0.0,2,4,False
2479,2.0,2010.0,2,1,5556.0,400.0,15.0,0.0,0.0,6,4,False
67,2.0,2011.0,2,1,6263.0,400.0,84.0,0.0,0.0,4,4,False
2366,2.0,2009.0,2,0,4900.0,400.0,77.0,0.0,0.0,6,4,True
138,1.0,2008.0,1,0,5689.0,437.0,81.0,0.0,0.0,1,4,False
2781,2.0,2012.0,1,4,5304.0,400.0,77.0,0.0,0.0,1,4,True
2118,2.0,2011.0,2,1,6155.0,487.0,91.0,0.0,0.0,4,4,False
764,2.0,2012.0,1,1,8347.0,410.0,80.0,0.0,0.0,5,4,False
223,2.0,2012.0,1,0,4601.0,427.0,77.0,0.0,0.0,2,4,False
1399,2.0,2012.0,2,4,6587.0,417.0,152.125,0.0,0.0,1,4,True
3471,1.0,2010.0,2,3,5419.0,400.0,106.0,0.0,0.0,2,4,True
1031,3.0,2014.0,2,1,7905.0,453.0,4.0,0.0,0.0,6,2,True
2256,2.0,2012.0,2,1,6698.0,400.0,48.0,0.0,0.0,6,4,False
3169,2.0,2011.0,2,3,5942.0,453.0,104.0,0.0,0.0,2,4,True
82,3.0,2011.0,1,1,6277.0,470.0,24.0,0.0,0.0,5,2,False
1511,2.0,2009.0,2,0,5049.0,400.0,77.0,0.0,0.0,2,4,False
1778,2.0,2011.0,1,4,7779.0,443.0,140.0,0.0,0.0,1,4,False
2933,2.0,2012.0,2,1,7667.0,467.0,146.0,0.0,0.0,4,4,False
3551,2.0,2010.0,2,1,5499.0,400.0,152.125,0.0,0.0,4,4,True
3090,2.0,2008.0,2,0,5875.0,470.0,86.0,0.0,0.0,6,4,False
3958,3.0,2015.0,2,1,8531.0,433.0,86.0,0.0,0.0,5,2,True
5,2.0,2011.0,2,1,6199.0,407.0,47.0,0.0,0.0,6,4,False
1669,3.0,2014.0,2,1,7844.0,400.0,69.0,0.0,0.0,4,2,True
1626,2.0,2014.0,2,4,7783.0,403.0,130.0,0.0,0.0,1,4,True
486,1.0,2010.0,2,3,7159.0,410.0,77.0,0.0,0.0,2,4,False
1025,3.0,2014.0,1,1,7899.0,423.0,5.0,0.0,0.0,6,2,True
645,1.0,2010.0,2,1,7318.0,400.0,77.0,0.0,0.0,5,4,False
2956,2.0,2013.0,1,1,7690.0,400.0,152.125,0.0,0.0,5,4,False
425,2.0,2012.0,1,1,7098.0,400.0,77.0,0.0,0.0,6,4,False
2152,2.0,2011.0,2,1,5757.0,413.0,48.0,0.0,0.0,6,4,True
1046,2.0,2014.0,2,1,7920.0,427.0,68.0,0.0,0.0,6,4,True
3034,3.0,2012.0,2,4,6357.0,420.0,35.0,0.0,0.0,1,2,True
2092,2.0,2011.0,2,3,6129.0,420.0,72.0,0.0,0.0,2,4,False
211,1.0,2012.0,2,0,4588.0,407.0,77.0,0.0,0.0,3,4,False
2662,3.0,2012.0,2,0,4525.0,437.0,77.0,0.0,0.0,4,2,True
12,3.0,2012.0,1,1,6206.0,480.0,13.0,0.0,0.0,6,2,True
2941,1.0,2011.0,1,1,7675.0,413.0,147.0,0.0,0.0,4,4,False
2070,2.0,2010.0,1,3,6107.0,400.0,70.0,0.0,0.0,2,4,False
3525,3.0,2010.0,2,1,5470.0,450.0,31.0,0.0,0.0,4,2,True
2962,3.0,2013.0,1,1,7696.0,493.0,44.0,0.0,0.0,5,2,False
1158,3.0,2014.0,2,4,8032.0,407.0,147.0,0.0,0.0,1,2,True
1604,2.0,2014.0,2,3,7820.0,407.0,116.0,0.0,0.0,2,4,True
785,2.0,2013.0,1,1,6961.0,420.0,64.0,0.0,0.0,6,4,True
3655,2.0,2012.0,1,0,4758.0,400.0,77.0,0.0,0.0,1,4,False
708,2.0,2014.0,1,3,8291.0,437.0,59.0,0.0,0.0,2,4,False
3890,2.0,2015.0,2,4,8461.0,423.0,147.0,0.0,0.0,1,4,True
1789,3.0,2014.0,2,4,7790.0,453.0,30.0,0.0,0.0,1,2,True
1814,3.0,2014.0,2,1,7834.0,433.0,52.0,0.0,0.0,4,2,True
2721,3.0,2008.0,2,6,5242.0,437.0,77.0,0.0,0.0,6,4,False
3852,3.0,2015.0,2,2,8423.0,427.0,33.0,0.0,0.0,3,2,True
657,1.0,2010.0,1,1,7330.0,400.0,77.0,0.0,0.0,5,4,False
453,3.0,2013.0,2,2,7126.0,437.0,77.0,0.0,0.0,3,2,True
3258,1.0,2008.0,1,0,6046.0,417.0,152.125,0.0,0.0,5,4,False
1649,3.0,2014.0,2,4,7806.0,400.0,43.0,0.0,0.0,1,2,True
2893,2.0,2012.0,2,3,7627.0,470.0,102.0,0.0,0.0,2,4,False
3539,3.0,2010.0,2,1,5487.0,400.0,32.0,0.0,0.0,4,2,True
2697,2.0,2012.0,2,0,4560.0,400.0,77.0,0.0,0.0,5,4,True
2804,3.0,2010.0,2,1,5325.0,440.0,77.0,0.0,0.0,4,2,True
3180,2.0,2011.0,2,3,5953.0,437.0,130.0,0.0,0.0,2,4,False
376,1.0,2008.0,2,6,5165.0,457.0,77.0,0.0,0.0,2,4,False
186,2.0,2010.0,2,1,5737.0,507.5,102.0,0.0,0.0,5,4,False
2445,3.0,2009.0,2,0,4979.0,403.0,77.0,0.0,0.0,4,2,True
1056,3.0,2014.0,2,2,7930.0,400.0,21.0,0.0,0.0,3,2,True
2555,2.0,2010.0,1,1,5632.0,507.5,79.0,0.0,0.0,5,4,False
3241,2.0,2008.0,1,0,6021.0,410.0,152.125,0.0,0.0,5,4,False
2617,2.0,2012.0,2,0,4480.0,420.0,77.0,0.0,0.0,2,4,True
233,2.0,2012.0,2,0,4611.0,400.0,77.0,0.0,0.0,2,4,False
3931,3.0,2015.0,2,1,8504.0,457.0,69.0,0.0,0.0,4,2,True
2164,2.0,2011.0,1,2,5769.0,460.0,54.0,0.0,0.0,3,4,True
2368,2.0,2008.0,2,0,4902.0,443.0,77.0,0.0,0.0,6,4,False
391,2.0,2009.0,1,0,5190.0,400.0,77.0,0.0,0.0,1,4,False
2611,2.0,2012.0,1,0,4474.0,420.0,77.0,0.0,0.0,3,4,False
3933,3.0,2015.0,2,1,8506.0,473.0,49.0,0.0,0.0,4,2,True
26,2.0,2011.0,1,3,6222.0,400.0,59.0,0.0,0.0,2,4,False
2269,3.0,2012.0,2,2,6711.0,473.0,28.0,0.0,0.0,3,2,False
738,2.0,2015.0,1,4,8321.0,483.0,64.0,0.0,0.0,1,4,True
2415,2.0,2009.0,2,0,4952.0,417.0,77.0,0.0,0.0,2,4,True
1577,2.0,2013.0,2,2,7752.0,437.0,107.0,0.0,0.0,3,4,False
2669,2.0,2012.0,1,0,4532.0,433.0,77.0,0.0,0.0,4,4,False
832,2.0,2012.0,2,3,7008.0,440.0,104.0,0.0,0.0,2,4,False
2006,2.0,2012.0,2,0,4872.0,403.0,77.0,0.0,0.0,4,4,False
1526,2.0,2009.0,1,0,5064.0,400.0,77.0,0.0,0.0,1,4,False
3230,2.0,2010.0,1,1,6000.0,407.0,152.125,0.0,0.0,4,4,False
1913,3.0,2012.0,2,0,4402.0,423.0,77.0,0.0,0.0,4,2,True
1218,3.0,2014.0,2,1,8092.0,413.0,152.125,0.0,0.0,5,2,True
1892,1.0,2012.0,2,0,4381.0,400.0,77.0,0.0,0.0,3,4,False
1941,2.0,2012.0,2,0,4805.0,400.0,77.0,0.0,0.0,3,4,False
779,2.0,2012.0,2,1,6955.0,450.0,71.0,0.0,0.0,6,4,False
2647,1.0,2012.0,1,0,4510.0,400.0,77.0,0.0,0.0,1,4,False
2958,2.0,2013.0,2,1,7692.0,493.0,152.125,0.0,0.0,5,4,False
410,3.0,2008.0,2,0,5209.0,423.0,77.0,0.0,0.0,5,4,False
606,2.0,2013.0,2,4,7279.0,400.0,77.0,0.0,0.0,1,4,True
2247,2.0,2012.0,1,1,6687.0,400.0,43.0,0.0,0.0,6,4,False
178,2.0,2010.0,1,1,5728.0,400.0,106.0,0.0,0.0,5,4,False
40,1.0,2011.0,2,3,6236.0,400.0,75.0,0.0,0.0,2,4,False
3268,3.0,2010.0,1,1,6015.0,400.0,27.0,0.0,0.0,5,2,False
2241,2.0,2010.0,1,1,5846.0,400.0,97.0,0.0,0.0,5,4,False
2033,2.0,2011.0,2,1,6070.0,433.0,28.0,0.0,0.0,6,4,False
1974,2.0,2012.0,2,0,4840.0,427.0,77.0,0.0,0.0,2,4,True
191,2.0,2012.0,1,0,4568.0,400.0,77.0,0.0,0.0,6,4,False
661,2.0,2010.0,1,1,7334.0,410.0,77.0,0.0,0.0,5,4,False
3684,2.0,2012.0,2,0,4787.0,507.5,77.0,0.0,0.0,5,4,False
1602,1.0,2013.0,2,3,7818.0,427.0,119.0,0.0,0.0,2,4,False
2229,2.0,2009.0,1,0,5840.0,420.0,102.0,0.0,0.0,5,4,False
3504,2.0,2012.0,2,4,5452.0,400.0,131.0,0.0,0.0,1,4,True
727,1.0,2013.0,2,4,8310.0,335.5,67.0,0.0,0.0,1,4,False
2454,1.0,2008.0,1,0,4988.0,450.0,77.0,0.0,0.0,5,4,False
3323,2.0,2014.0,2,2,8183.0,403.0,77.0,0.0,0.0,3,4,False
1015,2.0,2012.0,1,1,6928.0,400.0,117.0,0.0,0.0,5,4,False
244,2.0,2012.0,2,0,4622.0,440.0,77.0,0.0,0.0,2,4,False
3742,1.0,2012.0,1,3,7462.0,400.0,96.0,0.0,0.0,2,4,False
2310,2.0,2012.0,2,3,6752.0,450.0,75.0,0.0,0.0,2,4,False
1360,2.0,2012.0,1,4,6548.0,423.0,152.125,0.0,0.0,1,4,True
397,2.0,2008.0,1,0,5196.0,450.0,77.0,0.0,0.0,4,4,False
703,3.0,2015.0,2,2,8286.0,440.0,7.0,0.0,0.0,3,2,True
2315,2.0,2012.0,1,3,6757.0,433.0,81.0,0.0,0.0,2,4,False
1894,1.0,2012.0,1,0,4383.0,400.0,77.0,0.0,0.0,3,4,False
3107,2.0,2011.0,2,1,5879.0,473.0,80.0,0.0,0.0,6,4,True
1912,3.0,2012.0,2,0,4401.0,450.0,77.0,0.0,0.0,4,2,True
3863,3.0,2015.0,2,3,8434.0,413.0,36.0,0.0,0.0,2,2,True
2979,1.0,2010.0,1,1,6298.0,400.0,57.0,0.0,0.0,6,4,False
912,3.0,2013.0,2,1,6825.0,400.0,13.0,0.0,0.0,6,2,True
3636,2.0,2012.0,2,0,4739.0,427.0,77.0,0.0,0.0,2,4,False
170,3.0,2011.0,2,1,5721.0,423.0,11.0,0.0,0.0,4,2,True
1411,3.0,2012.0,2,1,6599.0,440.0,119.0,0.0,0.0,4,2,True
1274,3.0,2012.0,2,2,6461.0,507.5,39.0,0.0,0.0,3,2,True
3122,3.0,2011.0,2,2,5892.0,400.0,51.0,0.0,0.0,3,2,True
838,1.0,2010.0,1,3,7014.0,400.0,108.0,0.0,0.0,2,4,False
3670,2.0,2012.0,1,0,4773.0,467.0,77.0,0.0,0.0,4,4,False
943,2.0,2012.0,1,2,6856.0,400.0,88.0,0.0,0.0,3,4,False
1821,3.0,2014.0,2,1,7841.0,400.0,63.0,0.0,0.0,4,2,True
3301,2.0,2010.0,1,2,8161.0,487.0,152.125,0.0,0.0,3,4,False
1501,1.0,2008.0,2,0,5039.0,400.0,77.0,0.0,0.0,2,4,False
2135,2.0,2011.0,2,1,6172.0,400.0,119.0,0.0,0.0,5,4,False
1303,2.0,2012.0,2,3,6490.0,417.0,106.0,0.0,0.0,2,4,True
1201,1.0,2011.0,1,1,8074.0,400.0,152.125,0.0,0.0,5,4,False
883,2.0,2013.0,2,1,7059.0,400.0,123.0,0.0,0.0,4,4,True
332,3.0,2010.0,2,1,5131.0,500.0,77.0,0.0,0.0,6,2,True
2212,3.0,2011.0,2,1,5817.0,400.0,39.0,0.0,0.0,4,2,True
199,1.0,2012.0,1,0,4576.0,400.0,77.0,0.0,0.0,6,4,False
1295,1.0,2009.0,2,0,6492.0,400.0,113.0,0.0,0.0,2,4,False
1960,3.0,2012.0,1,0,4824.0,403.0,77.0,0.0,0.0,3,2,True
291,2.0,2012.0,1,0,4669.0,443.0,77.0,0.0,0.0,4,4,False
2346,2.0,2012.0,2,1,6788.0,400.0,103.0,0.0,0.0,4,4,False
1957,2.0,2012.0,2,0,4821.0,447.0,77.0,0.0,0.0,3,4,False
3416,2.0,2010.0,2,1,5358.0,400.0,55.0,0.0,0.0,6,4,True
3222,2.0,2011.0,2,1,5992.0,400.0,152.125,0.0,0.0,4,4,True
76,3.0,2009.0,1,0,6283.0,400.0,86.0,0.0,0.0,5,4,False
828,2.0,2010.0,2,2,7004.0,430.0,91.0,0.0,0.0,3,4,False
3433,2.0,2010.0,1,2,5375.0,400.0,72.0,0.0,0.0,3,4,True
2588,1.0,2012.0,1,0,4451.0,417.0,77.0,0.0,0.0,6,4,True
1926,2.0,2012.0,1,0,4415.0,400.0,77.0,0.0,0.0,5,4,False
2458,2.0,2008.0,2,0,4992.0,437.0,77.0,0.0,0.0,5,4,False
2379,2.0,2009.0,2,0,4915.0,400.0,77.0,0.0,0.0,6,4,True
2475,2.0,2010.0,1,1,5552.0,400.0,22.0,0.0,0.0,6,4,False
2279,3.0,2012.0,2,2,6721.0,407.0,14.0,0.0,0.0,3,2,False
1510,2.0,2009.0,2,0,5048.0,410.0,77.0,0.0,0.0,2,4,False
1832,3.0,2014.0,2,1,7852.0,400.0,64.0,0.0,0.0,4,2,True
1076,2.0,2014.0,1,2,7950.0,413.0,87.0,0.0,0.0,3,4,True
2431,3.0,2009.0,1,0,4966.0,443.0,77.0,0.0,0.0,1,2,True
3334,2.0,2014.0,2,3,8195.0,410.0,77.0,0.0,0.0,2,4,False
1792,3.0,2014.0,2,4,7793.0,503.0,42.0,0.0,0.0,1,2,True
1559,2.0,2013.0,2,1,7734.0,413.0,85.0,0.0,0.0,6,4,False
3935,3.0,2015.0,2,1,8508.0,427.0,79.0,0.0,0.0,4,2,True
2868,1.0,2012.0,1,2,7602.0,400.0,96.0,0.0,0.0,3,4,False
2507,1.0,2009.0,1,0,5593.0,400.0,55.0,0.0,0.0,1,4,False
1451,3.0,2012.0,2,1,6627.0,400.0,152.125,0.0,0.0,5,2,True
786,2.0,2012.0,1,1,6962.0,423.0,77.0,0.0,0.0,6,4,False
1291,3.0,2012.0,2,2,6479.0,413.0,47.0,0.0,0.0,3,2,True
1907,2.0,2012.0,1,2,4396.0,423.0,77.0,0.0,0.0,1,4,False
1356,2.0,2011.0,2,4,6544.0,400.0,152.125,0.0,0.0,1,4,False
1633,3.0,2014.0,2,4,7790.0,453.0,30.0,0.0,0.0,1,2,True
2939,2.0,2013.0,1,1,7673.0,400.0,145.0,0.0,0.0,4,4,False
1372,2.0,2011.0,2,4,6560.0,407.0,152.125,0.0,0.0,1,4,False
1145,2.0,2013.0,2,4,8019.0,452.0,152.125,0.0,0.0,1,4,False
1692,3.0,2013.0,2,1,7867.0,413.0,75.0,0.0,0.0,5,2,False
3360,3.0,2014.0,2,3,8220.0,403.0,77.0,0.0,0.0,2,2,False
1728,2.0,2014.0,2,1,7744.0,450.0,89.0,0.0,0.0,6,4,True
1752,3.0,2014.0,2,2,7769.0,437.0,100.0,0.0,0.0,3,4,True
3841,3.0,2015.0,2,2,8412.0,423.0,35.0,0.0,0.0,3,2,True
35,2.0,2011.0,2,3,6231.0,507.5,66.0,0.0,0.0,2,4,False
1545,1.0,2008.0,1,0,5083.0,413.0,77.0,0.0,0.0,5,4,False
1016,2.0,2012.0,1,1,6929.0,417.0,122.0,0.0,0.0,5,4,False
3249,2.0,2008.0,1,0,6035.0,407.0,152.125,0.0,0.0,5,4,False
2504,2.0,2011.0,1,3,5581.0,480.0,44.0,0.0,0.0,2,4,True
2028,2.0,2012.0,1,0,4894.0,427.0,77.0,0.0,0.0,5,4,False
654,1.0,2010.0,2,1,7327.0,450.0,77.0,0.0,0.0,5,4,False
1675,3.0,2014.0,2,1,7850.0,403.0,55.0,0.0,0.0,4,2,True
159,2.0,2010.0,1,1,5710.0,400.0,97.0,0.0,0.0,4,4,False
965,3.0,2013.0,2,3,6878.0,430.0,21.0,0.0,0.0,2,2,True
1731,3.0,2014.0,2,1,7747.0,413.0,8.0,0.0,0.0,6,2,True
2757,2.0,2010.0,2,3,5280.0,400.0,77.0,0.0,0.0,2,4,True
2036,2.0,2011.0,2,1,6073.0,400.0,30.0,0.0,0.0,6,4,False
3111,2.0,2011.0,1,1,5884.0,471.0,72.0,0.0,0.0,6,4,True
2145,2.0,2011.0,2,1,6182.0,427.0,113.0,0.0,0.0,5,4,False
3014,3.0,2012.0,1,3,6334.0,460.0,22.0,0.0,0.0,2,2,True
2147,3.0,2011.0,2,1,5752.0,430.0,21.0,0.0,0.0,6,2,True
2111,3.0,2011.0,2,1,6148.0,400.0,9.0,0.0,0.0,4,2,False
3390,1.0,2012.0,1,1,8250.0,427.0,77.0,0.0,0.0,5,4,False
3377,2.0,2014.0,1,1,8237.0,460.0,152.125,0.0,0.0,4,4,False
1343,2.0,2012.0,2,3,6531.0,400.0,67.0,0.0,0.0,2,4,True
1266,2.0,2012.0,2,1,6454.0,400.0,11.0,0.0,0.0,6,4,True
2751,3.0,2010.0,2,3,5274.0,407.0,77.0,0.0,0.0,2,2,True
3767,3.0,2014.0,2,4,7487.0,403.0,97.0,0.0,0.0,1,4,True
3627,2.0,2012.0,1,0,4733.0,407.0,77.0,0.0,0.0,3,4,False
2376,1.0,2008.0,1,0,4912.0,400.0,77.0,0.0,0.0,6,4,False
232,2.0,2012.0,2,0,4610.0,437.0,77.0,0.0,0.0,2,4,False
3661,2.0,2012.0,2,0,4764.0,500.0,77.0,0.0,0.0,1,4,False
2928,2.0,2014.0,2,4,7662.0,443.0,123.0,0.0,0.0,1,4,True
731,3.0,2015.0,1,4,8314.0,443.0,24.0,0.0,0.0,1,2,True
1048,2.0,2014.0,2,1,7922.0,487.0,57.0,0.0,0.0,6,4,True
2853,3.0,2014.0,2,1,7587.0,507.5,14.0,0.0,0.0,6,2,True
1194,2.0,2011.0,2,1,8068.0,450.0,152.125,0.0,0.0,5,4,False
1398,3.0,2012.0,2,4,6586.0,400.0,152.125,0.0,0.0,1,2,True
841,2.0,2013.0,2,3,7017.0,403.0,103.0,0.0,0.0,2,4,True
2613,2.0,2012.0,2,0,4476.0,400.0,77.0,0.0,0.0,2,4,True
1615,2.0,2014.0,2,3,7831.0,410.0,117.0,0.0,0.0,2,4,True
1026,2.0,2014.0,2,1,7900.0,463.0,54.0,0.0,0.0,6,4,True
593,2.0,2013.0,1,4,7266.0,410.0,77.0,0.0,0.0,1,4,True
2042,1.0,2011.0,2,1,6079.0,440.0,42.0,0.0,0.0,6,4,False
1747,3.0,2013.0,2,2,7764.0,463.0,18.0,0.0,0.0,3,2,False
2501,2.0,2010.0,2,3,5579.0,400.0,35.0,0.0,0.0,2,4,False
1767,2.0,2014.0,2,3,7826.0,407.0,115.0,0.0,0.0,2,4,True
3811,2.0,2015.0,2,1,8381.0,457.0,114.0,0.0,0.0,6,4,True
967,1.0,2012.0,2,3,6880.0,437.0,95.0,0.0,0.0,2,4,False
2343,2.0,2012.0,2,1,6785.0,400.0,110.0,0.0,0.0,4,4,False
3533,3.0,2010.0,2,1,5479.0,473.0,27.0,0.0,0.0,4,2,True
2652,2.0,2012.0,1,0,4515.0,400.0,77.0,0.0,0.0,1,4,False
2851,2.0,2013.0,1,1,7585.0,410.0,68.0,0.0,0.0,6,4,False
2171,2.0,2010.0,2,2,5776.0,400.0,60.0,0.0,0.0,3,4,False
1799,2.0,2013.0,2,4,7800.0,457.0,139.0,0.0,0.0,1,4,False
371,2.0,2011.0,1,3,5167.0,450.0,77.0,0.0,0.0,2,4,True
101,2.0,2010.0,2,1,5652.0,400.0,46.0,0.0,0.0,6,4,False
1735,2.0,2013.0,2,2,7752.0,437.0,107.0,0.0,0.0,3,4,False
544,3.0,2013.0,2,3,7217.0,447.0,77.0,0.0,0.0,2,2,True
1138,2.0,2014.0,1,4,8012.0,440.0,152.125,0.0,0.0,1,4,True
3398,2.0,2013.0,1,1,8258.0,423.0,77.0,0.0,0.0,5,4,False
282,2.0,2012.0,1,0,4660.0,400.0,77.0,0.0,0.0,1,4,False
60,3.0,2012.0,2,4,6256.0,507.5,10.0,0.0,0.0,1,2,True
2595,1.0,2012.0,1,6,4458.0,410.0,77.0,0.0,0.0,6,4,False
3543,2.0,2010.0,2,1,5491.0,443.0,152.125,0.0,0.0,4,4,True
3015,3.0,2012.0,1,3,6335.0,400.0,43.0,0.0,0.0,2,2,True
3805,2.0,2013.0,1,1,7525.0,483.0,125.0,0.0,0.0,5,4,False
2263,2.0,2011.0,2,2,6705.0,400.0,69.0,0.0,0.0,3,4,False
694,2.0,2013.0,2,1,7367.0,400.0,77.0,0.0,0.0,5,4,True
1443,2.0,2011.0,1,1,6618.0,400.0,152.125,0.0,0.0,5,4,False
3059,3.0,2012.0,1,1,6380.0,400.0,17.0,0.0,0.0,4,2,True
1757,1.0,2011.0,1,3,7816.0,400.0,124.0,0.0,0.0,2,4,False
760,1.0,2012.0,1,1,8343.0,407.0,85.0,0.0,0.0,5,4,False
1631,2.0,2013.0,2,4,7788.0,413.0,141.0,0.0,0.0,1,4,False
96,2.0,2010.0,2,1,5647.0,400.0,37.0,0.0,0.0,6,4,False
268,1.0,2012.0,2,1,4647.0,400.0,77.0,0.0,0.0,2,4,True
3685,3.0,2012.0,1,0,4788.0,430.0,77.0,0.0,0.0,5,4,False
2522,2.0,2012.0,2,4,5599.0,450.0,56.0,0.0,0.0,1,4,True
1969,2.0,2012.0,2,0,4835.0,400.0,77.0,0.0,0.0,2,4,True
465,2.0,2013.0,1,2,7138.0,400.0,77.0,0.0,0.0,3,4,True
152,3.0,2010.0,1,1,5703.0,420.0,32.0,0.0,0.0,4,2,False
80,2.0,2011.0,2,1,6272.0,400.0,88.0,0.0,0.0,5,4,False
3658,2.0,2012.0,2,0,4761.0,400.0,77.0,0.0,0.0,1,4,False
431,2.0,2013.0,1,1,7104.0,410.0,77.0,0.0,0.0,6,4,True
2547,3.0,2010.0,1,1,5622.0,477.0,10.0,0.0,0.0,5,2,False
2732,3.0,2010.0,1,2,5254.0,420.0,77.0,0.0,0.0,3,2,True
2486,3.0,2008.0,2,0,5563.0,400.0,26.0,0.0,0.0,3,4,False
2639,2.0,2012.0,1,0,4502.0,410.0,77.0,0.0,0.0,1,4,False
3562,2.0,2009.0,2,0,5512.0,440.0,152.125,0.0,0.0,5,4,False
3194,2.0,2011.0,1,4,5966.0,400.0,148.0,0.0,0.0,1,4,True
1764,3.0,2014.0,2,3,7823.0,490.0,24.0,0.0,0.0,2,2,True
3553,2.0,2010.0,1,1,5501.0,400.0,152.125,0.0,0.0,4,4,True
1741,2.0,2013.0,2,2,7758.0,417.0,109.0,0.0,0.0,3,4,False
904,2.0,2010.0,2,1,7080.0,400.0,135.0,0.0,0.0,5,4,False
1419,2.0,2012.0,2,1,6607.0,400.0,127.0,0.0,0.0,4,4,True
534,2.0,2013.0,2,3,7207.0,443.0,77.0,0.0,0.0,2,4,True
174,3.0,2011.0,2,1,5725.0,457.0,12.0,0.0,0.0,4,2,True
497,1.0,2012.0,2,3,7170.0,423.0,77.0,0.0,0.0,2,4,False
2866,2.0,2013.0,2,2,7600.0,427.0,87.0,0.0,0.0,3,4,False
2370,2.0,2008.0,1,0,4905.0,400.0,77.0,0.0,0.0,6,4,False
369,1.0,2010.0,1,3,5161.0,400.0,77.0,0.0,0.0,2,4,True
1991,3.0,2011.0,2,4,4857.0,407.0,77.0,0.0,0.0,1,4,True
597,3.0,2013.0,2,4,7270.0,413.0,77.0,0.0,0.0,1,2,True
676,3.0,2012.0,2,1,7349.0,430.0,77.0,0.0,0.0,5,2,False
351,2.0,2009.0,2,0,5151.0,470.0,77.0,0.0,0.0,2,4,False
3211,3.0,2011.0,2,1,5978.0,480.0,14.0,0.0,0.0,4,2,True
1456,3.0,2012.0,2,1,6633.0,427.0,152.125,0.0,0.0,5,2,True
3671,2.0,2012.0,2,0,4774.0,413.0,77.0,0.0,0.0,4,4,False
2245,2.0,2011.0,2,1,6685.0,450.0,46.0,0.0,0.0,6,4,False
3397,2.0,2014.0,2,1,8257.0,417.0,77.0,0.0,0.0,5,4,False
1417,3.0,2012.0,1,1,6605.0,400.0,117.0,0.0,0.0,4,2,True
464,3.0,2013.0,2,2,7137.0,400.0,77.0,0.0,0.0,3,2,True
285,1.0,2012.0,1,0,4663.0,400.0,77.0,0.0,0.0,4,4,False
1805,3.0,2014.0,2,4,7806.0,400.0,43.0,0.0,0.0,1,2,True
176,3.0,2009.0,2,0,5727.0,335.5,100.0,0.0,0.0,5,4,False
2146,3.0,2011.0,2,1,5751.0,483.0,25.0,0.0,0.0,6,2,True
697,3.0,2013.0,1,1,7370.0,430.0,77.0,0.0,0.0,5,2,True
994,3.0,2013.0,2,1,6908.0,417.0,34.0,0.0,0.0,4,2,True
3270,3.0,2011.0,2,1,6019.0,410.0,7.0,0.0,0.0,5,2,True
2724,1.0,2008.0,1,0,5259.0,400.0,77.0,0.0,0.0,3,4,False
1870,3.0,2012.0,2,0,4359.0,400.0,77.0,0.0,0.0,6,2,True
2463,2.0,2008.0,1,0,4997.0,507.5,77.0,0.0,0.0,5,4,False
1235,2.0,2011.0,2,1,6423.0,440.0,19.0,0.0,0.0,6,4,False
392,2.0,2009.0,2,0,5191.0,410.0,77.0,0.0,0.0,1,4,False
3859,2.0,2014.0,2,3,8430.0,400.0,131.0,0.0,0.0,2,4,False
1209,3.0,2014.0,1,1,8083.0,427.0,152.0,0.0,0.0,5,2,True
2807,3.0,2010.0,2,1,5330.0,460.0,77.0,0.0,0.0,4,2,True
3373,2.0,2013.0,1,4,8233.0,480.0,77.0,0.0,0.0,1,4,False
1140,2.0,2013.0,1,4,8014.0,500.0,152.125,0.0,0.0,1,4,False
1013,3.0,2012.0,1,1,6926.0,413.0,38.0,0.0,0.0,5,2,False
1983,2.0,2012.0,2,0,4849.0,427.0,77.0,0.0,0.0,1,4,True
2123,1.0,2010.0,2,1,6160.0,400.0,104.0,0.0,0.0,4,4,False
1760,1.0,2013.0,1,3,7819.0,400.0,125.0,0.0,0.0,2,4,False
3196,2.0,2011.0,2,4,5968.0,400.0,147.0,0.0,0.0,1,4,True
2552,2.0,2010.0,1,1,5629.0,487.0,88.0,0.0,0.0,5,4,False
1390,3.0,2012.0,2,4,6578.0,407.0,152.125,0.0,0.0,1,2,True
979,3.0,2013.0,1,4,6892.0,400.0,27.0,0.0,0.0,1,2,True
2938,2.0,2011.0,1,1,7672.0,400.0,138.0,0.0,0.0,4,4,False
3821,2.0,2014.0,1,1,8392.0,420.0,112.0,0.0,0.0,6,4,False
1981,3.0,2012.0,2,0,4847.0,400.0,77.0,0.0,0.0,1,4,True
607,3.0,2013.0,1,4,7280.0,467.0,77.0,0.0,0.0,1,2,True
863,3.0,2013.0,2,4,7039.0,450.0,25.0,0.0,0.0,1,2,True
1643,2.0,2013.0,2,4,7800.0,457.0,139.0,0.0,0.0,1,4,False
675,1.0,2010.0,1,1,7348.0,440.0,77.0,0.0,0.0,5,4,False
2722,2.0,2009.0,2,0,5252.0,400.0,77.0,0.0,0.0,3,4,False
